District,Route,County,Postmile,Description,Back_Peak_Hour,Back_Peak_Month,Back_AADT,Ahead_Peak_Hour,Ahead_Peak_Month,Ahead_AADT
6,33,FRE,R79.905,BRANNON AVENUE,290,4000,2600,230,3000,2000
10,33,MER,L1.232,FRESNO/MERCED COUNTY LINE,300,3200,2650,0,0,0
10,33,MER,R0,FRESNO/MERCED COUNTY LINE,0,0,0,300,3200,2650
10,33,MER,R1.17,"DOS PALOS, BLOSSOM STREET",710,7500,6000,810,7600,6100
10,33,MER,1.888,CARMELLIA AVENUE,620,6600,5300,520,6600,5300
10,33,MER,R5.635,EAST JCT. RTE. 152,900,10900,9500,680,7800,6800
10,33,MER,R13.238,WEST JCT. RTE 152,680,7800,6800,880,10200,8800
10,33,MER,R15.6,VERA CRUZ DRIVE,1050,10800,9800,830,10600,9700
10,33,MER,R16.258,"CENTINELLA, HENRY MILLER ROAD",950,11100,9700,1200,12700,10100
10,33,MER,R16.643,JCT. RTE. 5,1200,14200,12900,1350,15300,14200
10,33,MER,17.27,MC CABE ROAD,470,5800,5700,450,5600,5500
10,33,MER,27.111,NORTH JCT. RTE. 140 EAST,710,8600,7900,720,9600,8000
10,33,MER,30.302,MERCED/STANISLAUS COUNTY LINE,590,7400,5900,0,0,0
10,33,STA,0,MERCED/STANISLAUS COUNTY LINE,0,0,0,590,7400,5900
10,33,STA,0.68,"NEWMAN, MERCED STREET",780,9600,9000,720,9200,8400
10,33,STA,0.95,"NEWMAN, DRISKELL ROAD/KERN STREET",710,8500,8400,750,8100,7600
10,33,STA,2.06,STUHR ROAD,780,8200,7500,430,4500,4400
10,33,STA,4.82,J.T. CROW RD RT,470,5500,4900,510,5800,4900
10,33,STA,6.838,"CROWS LANDING, CROWS LANDING/FINK ROADS",560,6200,6000,330,4500,4100
10,33,STA,7.04,"CROWS LANDING, 4TH STREET",390,4250,3750,430,4550,3950
10,33,STA,12.571,"PATTERSON, SPERRY ROAD",610,6700,4900,570,6600,5500
10,33,STA,13.1,SALADO AVENUE/EL CIRCULO,810,8800,6900,850,9600,6700
10,33,STA,13.18,LAS PALMAS AVENUE,850,9600,6700,510,5700,4250
10,33,STA,13.26,DEL PUERTO AVENUE/EL CIRCULO,540,6000,4500,650,7200,5400
10,33,STA,14.52,WARD AVENUE,540,4900,4400,560,6200,4900
10,33,STA,16.43,BALDWIN RD-LT,450,4950,4250,420,4500,3900
10,33,STA,19.55,"WESTLEY, GRAYSON/HOWARD ROADS",400,4200,3800,310,3200,3100
10,33,STA,19.92,"WESTLEY, E STREET",270,3200,3000,220,2750,2500
10,33,STA,27.086,STANISLAUS/SAN JOAQUIN COUNTY LINE,150,1750,1550,0,0,0
10,33,SJ,0,STANISLAUS/SAN JOAQUIN COUNTY LINE,0,0,0,150,1750,1550
10,33,SJ,0.818,"VERNALIS, JCT. RTE. 132",240,2150,1950,290,3650,3600
10,33,SJ,3.51,"NEW JERUSALEM, DURHAM FERRY ROAD",290,3650,3600,290,3450,2400
10,33,SJ,4.826,JCT. RTE. 5,800,7400,4200,0,0,0
7,34,VEN,4.295,"OXNARD, JCT. RTE. 1",0,0,0,1500,14800,14000
7,34,VEN,6.27,"OXNARD, RICE AVENUE",1250,10700,10200,1500,12200,11700
7,34,VEN,8.43,"PLEASANT VALLEY ROAD, WEST JUNCTION",1500,12200,11700,1650,10900,9600
7,34,VEN,8.911,WOOD ROAD,1650,10900,9600,1650,10600,9300
7,34,VEN,10.433,"LAS POSAS ROAD, WEST JUNCTION",1650,10600,9300,1300,7900,7000
7,34,VEN,12.463,RIGHT ONTO PLEASANT VALLEY ROAD,1300,7900,7000,2350,15000,13100
7,34,VEN,12.78,"CAMARILLO, PLEASANT VALLEY RD, LEFT ONTO LEWIS RD",2350,15000,13100,1850,12000,10400
7,34,VEN,R13.541,"CAMARILLO, VENTURA BOULEVARD",1850,12000,10400,3100,20800,18200
7,34,VEN,R13.603,"CAMARILLO, JCT. RTE. 101",3100,20800,18200,3000,21100,18200
7,34,VEN,13.657,"CAMARILLO, DAILY DRIVE",3000,21100,18200,2850,21300,18900
7,34,VEN,15.87,"CAMARILLO, LAS POSAS ROAD, EAST JUNCTION",1350,10500,9200,790,8500,7900
7,34,VEN,17.663,"SOMIS, JCT. RTE. 118",1300,15100,14200,0,0,0
4,35,SCL,R.053,JCT. RTE. 17,0,0,0,160,760,710
4,35,SCL,0.23,SANTA CLARA/ SANTA CRUZ COUNTY LINE,160,760,710,0,0,0
5,35,SCR,0.23,SANTA CLARA/ SANTA CRUZ COUNTY LINE,0,0,0,270,920,850
5,35,SCR,2.87,BEAR CREEK ROAD,200,760,650,50,260,200
5,35,SCR,7.68,SANTA CRUZ/ SANTA CLARA COUNTY LINE,40,250,210,0,0,0
4,35,SCL,7.68,SANTA CRUZ/ SANTA CLARA COUNTY LINE,0,0,0,50,230,200
4,35,SCL,7.7,BLACK ROAD,50,230,200,160,840,710
4,35,SCL,14.1,JCT. RTE. 9,240,1250,1050,240,1250,1050
4,35,SCL,17.121,SAN MATEO/SANTA CLARA COUNTY LINE,240,1250,1050,0,0,0
4,35,SM,0,SAN MATEO/SANTA CLARA COUNTY LINE,0,0,0,240,1250,1050
4,35,SM,3.213,ALPINE ROAD,240,1250,1050,240,1250,1050
4,35,SM,10.518,"WOODSIDE, JCT. RTE. 84",560,2350,2100,170,1350,1300
4,35,SM,16.22,KINGS MOUNTAIN ROAD,170,1400,1350,160,1300,1250
4,35,SM,L21.72,JCT. RTE. 92,300,2400,2300,400,3300,3150
4,35,SM,R23.037,JCT. RTE. 280,400,3300,3150,1850,15000,14400
4,35,SM,24.349,"SAN BRUNO, SAN BRUNO AVENUE",1850,15000,14400,2400,19700,18900
4,35,SM,24.852,"SAN BRUNO, SNEATH AVENUE",2400,19700,18900,2750,22600,21700
4,35,SM,26.234,"PACIFICA, SHARP PARK ROAD",2800,22800,21900,2350,19100,18300
4,35,SM,26.86,"PACIFICA, MANOR DRIVE",2350,19100,18300,2200,18000,17300
4,35,SM,R28.687,"DALY CITY, JCT. RTE. 1",4100,33500,32000,3400,37000,33500
4,35,SM,29.7,"DALY CITY, WESTMOOR AVENUE",3400,37000,33500,3000,31500,28500
4,35,SM,30.27,"DALY CITY, WESTRIDGE AVENUE",3000,31500,28500,3100,32500,29500
4,35,SM,30.834,JOHN DALY BOULEVARD,3100,32500,29500,3100,29500,26500
4,35,SM,31.537,SAN MATEO/SAN FRANCISCO COUNTY LINE,3100,29500,26500,0,0,0
4,35,SF,0,SAN MATEO/SAN FRANCISCO COUNTY LINE,0,0,0,3100,29500,26500
4,35,SF,0.8,"SAN FRANCISCO, JOHN MUIR DRIVE",3100,29500,26500,3300,31500,28500
4,35,SF,1.83,"SAN FRANCISCO, SLOAT BOULEVARD",2850,27000,24500,2850,27000,24500
4,35,SF,2.122,"SAN FRANCISCO, SUNSET BOULEVARD",2800,27000,24300,2950,28500,25500
4,35,SF,3.164,"SAN FRANCISCO, JCT. RTE. 1",2850,27500,24700,0,0,0
1,36,HUM,0,"ALTON, JCT. RTE. 101",0,0,0,610,5200,4300
1,36,HUM,0.298,EAST LIMITS ALTON,610,5200,4300,610,5300,4300
1,36,HUM,2.811,"HYDESVILLE, ROHNERVILLE ROAD",580,5100,4000,570,5300,4000
1,36,HUM,3.27,EAST LIMITS HYDESVILLE,590,5600,4200,540,4700,4000
1,36,HUM,7.54,"CARLOTTA, EAST",270,2400,2100,270,2400,2100
1,36,HUM,R23.709,WEST LIMITS BRIDGEVILLE,370,2000,1450,320,1750,1250
1,36,HUM,R23.916,"BRIDGEVILLE, ALDERPOINT ROAD",320,1750,1250,290,1600,1150
1,36,HUM,43.955,EAST LIMITS COBB,150,1400,1100,140,1400,1050
1,36,HUM,45.681,HUMBOLDT/TRINITY COUNTY LINE,130,1250,1050,0,0,0
2,36,TRI,0,HUMBOLDT/TRINITY COUNTY LINE,0,0,0,130,1250,1050
2,36,TRI,R3.324,LOWER MAD RIV RD 501 RT,120,1050,900,80,810,540
2,36,TRI,18.09,FOREST GLEN MAINTENANCE STATION,70,720,480,70,720,480
2,36,TRI,27.23,JCT. RTE. 3 NORTH,100,930,790,50,540,410
2,36,TRI,R41.139,TRINITY/SHASTA COUNTY LINE,90,540,450,0,0,0
2,36,SHA,0,TRINITY/SHASTA COUNTY LINE,0,0,0,90,540,450
2,36,SHA,8.87,PLATINA ROAD,80,640,570,70,560,510
2,36,SHA,11.928,SHASTA/TEHAMA COUNTY LINE,70,560,510,0,0,0
2,36,TEH,L0,SHASTA/TEHAMA COUNTY LINE,0,0,0,70,560,510
2,36,TEH,23.2,BOWMAN ROAD,70,680,600,80,630,540
2,36,TEH,28.216,CANNON ROAD,80,630,540,70,570,560
2,36,TEH,R33.739,OAK KNOLL DRIVE,190,1600,1500,190,1600,1500
2,36,TEH,R39.3,MC COY ROAD,310,3250,3050,360,3900,3600
2,36,TEH,39.72,BAKER ROAD,360,3900,3600,510,4850,3700
2,36,TEH,L39.734,NORTH MAIN STREET,510,4850,3700,740,8000,7500
2,36,TEH,L40.315,"RED BLUFF, ADOBE ROAD",750,14100,13200,890,10100,9900
2,36,TEH,L40.87,"RED BLUFF, CRITTENDEN STREET",890,10100,9900,960,8700,8500
2,36,TEH,L41.15,"RED BLUFF, WALNUT STREET",940,8700,8500,1200,11800,11400
2,36,TEH,L41.29,"RED BLUFF, OAK STREET",1200,11800,11400,1800,19300,18800
2,36,TEH,41.4,"RED BLUFF, SACRAMENTO RIVER BRIDGE",1800,19300,18800,1800,19300,18800
2,36,TEH,41.67,"RED BLUFF, GILMORE ROAD",1800,19300,18800,2250,22600,19100
2,36,TEH,41.847,"RED BLUFF, JCT. RTE. 5",2250,22600,19100,1950,20500,19600
2,36,TEH,42.79,"RED BLUFF, CHESTNUT AVENUE",1950,20500,19600,1600,17100,16200
2,36,TEH,43.28,HOY ROAD,1600,17100,16200,1550,14800,13400
2,36,TEH,44.004,JCT. RTE. 99 SOUTH,1550,14800,13400,250,2400,1950
2,36,TEH,55.26,MANTON ROAD,170,2400,1500,220,2050,1200
2,36,TEH,58.18,PAYNES CREEK,220,2050,1200,170,1550,950
2,36,TEH,83.142,"MINERAL, JCT. RTE. 172 SOUTHEAST",230,1950,1000,200,1800,900
2,36,TEH,87.681,JCT. RTE. 89 NORTH,170,1400,850,100,1150,700
2,36,TEH,91.253,"MORGAN SPRINGS, JCT. RTE. 172 SOUTHWEST",100,1150,700,110,1350,980
2,36,TEH,99.935,JCT. RTE. 32 SOUTHWEST,110,1350,980,420,2500,1500
2,36,TEH,104.002,TEHAMA/PLUMAS COUNTY LINE,350,2750,1650,0,0,0
2,36,PLU,0,TEHAMA/PLUMAS COUNTY LINE,0,0,0,350,2750,1650
2,36,PLU,6.287,JCT. RTE. 89,350,2750,1650,480,4650,2850
2,36,PLU,8.08,FARRAR DRIVE,480,4700,2900,480,4700,2900
2,36,PLU,8.84,FEATHER RIVER BRIDGE,700,6600,4800,700,6600,4800
2,36,PLU,9.18,"CHESTER, MELISSA AVENUE",610,5500,3700,520,5500,3800
2,36,PLU,R13.93,BIG SPRINGS ROAD,520,5500,3800,240,2500,1850
2,36,PLU,18.421,PLUMAS/LASSEN COUNTY LINE,240,2500,1850,0,0,0
2,36,LAS,0,PLUMAS/LASSEN COUNTY LINE,0,0,0,240,2500,1850
2,36,LAS,0.76,JCT. RTE. 147 SOUTH,240,2500,1850,230,3150,1900
2,36,LAS,3.1,"WESTWOOD, DELLWOOD ST",230,3150,1900,270,2700,1950
2,36,LAS,3.706,"WESTWOOD, COUNTY ROAD A 21",290,2900,2000,270,2750,2200
2,36,LAS,R19.196,JCT. RTE. 44 NORTHWEST,270,2750,2200,500,5000,3650
2,36,LAS,22.06,EAGLE LAKE ROAD,520,4950,3700,520,6100,4600
2,36,LAS,24.46,"SUSANVILLE, COTTAGE STREET",630,6800,5300,720,7300,5700
2,36,LAS,25.05,"SUSANVILLE, PACIFIC STREET",1200,12300,11400,1200,12300,11400
2,36,LAS,25.356,"SUSANVILLE, JCT. RTE. 139 NORTH",1250,12700,11400,1600,18700,14500
2,36,LAS,25.94,RIVERSIDE DRIVE,1600,18700,14500,1650,17600,15900
2,36,LAS,R26.22,"SUSANVILLE, JOHNSTONVILLE ROAD",1650,17600,15900,900,10100,8900
2,36,LAS,R29.394,SOUTH JCT. RTE. 395,900,10100,8900,900,10100,8900
2,36,LAS,R29.394,"JOHNSTONVILLE, JCT. RTE. 395",900,10100,8900,0,0,0
4,37,MRN,R11.2,"NOVATO, JCT. RTE. 101",0,0,0,3900,42500,41000
4,37,MRN,13.773,ATHERTON AVENUE,3900,42500,41000,3900,42500,41000
4,37,MRN,14.473,PETALUMA CREEK,3700,40500,38500,3700,40500,38500
4,37,MRN,14.617,MARIN/SONOMA COUNTY LINE,3700,40500,38500,0,0,0
4,37,SON,0,MARIN/SONOMA COUNTY LINE,0,0,0,3700,40500,38500
4,37,SON,2.06,LAKEVILLE ROAD,3700,40500,38500,3950,43000,41000
4,37,SON,3.9,JCT. RTE. 121 NORTH,3950,43000,41000,3250,42000,38500
4,37,SON,R6.245,SONOMA/SOLANO COUNTY LINE,3250,42000,38500,0,0,0
4,37,SOL,R0,SONOMA/SOLANO COUNTY LINE,0,0,0,3250,42000,38500
4,37,SOL,R7.213,WALNUT AVENUE,3250,42000,38500,3900,38000,36000
4,37,SOL,R8.01,WILSON AVENUE,3900,38000,36000,3200,44500,42000
4,37,SOL,R9.665,JCT. RTE. 29,3200,44500,42000,5400,75000,71000
4,37,SOL,10.94,"VALLEJO, FAIRGROUNDS DRIVE",5400,75000,71000,7400,99000,95000
4,37,SOL,R11.41,JCT. RTE. 80,7800,97500,94500,0,0,0
8,38,SBD,S.372,ORANGE AVE,0,0,0,2100,22600,21500
8,38,SBD,0,"REDLANDS, JCT. RTE. 10",0,0,0,2100,22600,21500
8,38,SBD,0.071,"REDLANDS, COLTON AVENUE",2100,22600,21500,1350,14300,13600
8,38,SBD,0.571,ORANGE STREET/LUGONIA AVENUE,1350,14300,13600,1400,15200,14500
8,38,SBD,3.071,"REDLANDS, WABASH AVENUE",1650,17600,16800,1350,14700,14000
8,38,SBD,4.07,"MENTONE, CRAFTON AVENUE",1100,12000,11400,1100,12000,11400
8,38,SBD,8.53,BRYANT STREET,1950,13800,11400,940,6700,5500
8,38,SBD,R9.72,SAN BERNARDINO NATIONAL FOREST BOUNDARY,860,6100,5000,790,5600,4600
8,38,SBD,14.99,VALLEY OF THE FALLS DRIVE,850,6000,4950,540,3800,3150
8,38,SBD,25.38,TWO LAKES ROAD (TO JENKS LAKE),410,2900,2400,360,2550,2100
8,38,SBD,30.861,SOUTH FORK SANTA ANA RIVER BRIDGE,330,2300,1900,330,2300,1900
8,38,SBD,48.16,"BIG BEAR CITY, BIG BEAR BOULEVARD",1150,8100,6700,1100,12000,11400
8,38,SBD,49.53,JCT. RTE. 18,1350,14900,13800,650,4100,3800
8,38,SBD,51.9,STANFIELD CUTOFF,880,5600,5200,440,2800,2600
8,38,SBD,R54.047,HOLCOMB VALLEY ROAD,440,2800,2600,340,2050,1500
8,38,SBD,59.396,"BIG BEAR DAM, JCT. RTE. 18",340,2050,1500,0,0,0
12,39,ORA,0,"HUNTINGTON BEACH, JCT. RTE. 1",0,0,0,3500,35500,29400
12,39,ORA,1.63,"HUNTINGTON BEACH, ADAMS AVENUE",3850,38500,32800,4700,49500,42600
12,39,ORA,3.12,"HUNTINGTON BEACH, MAIN ST/ELLIS AVE",6800,72000,61700,6500,75000,65100
12,39,ORA,3.611,"HUNTINGTON BEACH, TALBERT AVENUE",6500,75000,65100,6400,74000,66500
12,39,ORA,4.131,"HUNTINGTON BEACH, SLATER AVENUE",6400,74000,66500,6700,78000,69600
12,39,ORA,4.631,"HUNTINGTON BEACH, WARNER AVENUE",5600,78000,69400,5800,76000,71900
12,39,ORA,5.8,"HUNTINGTON BEACH, JCT. RTE. 405",6400,84000,79500,6700,89000,83600
12,39,ORA,6.63,"WESTMINSTER, BOLSA AVENUE",6700,89000,83600,6200,84000,77500
12,39,ORA,7.634,"WESTMINSTER, WESTMINSTER AVENUE",6200,84000,77500,5900,81000,74500
12,39,ORA,8.478,"WESTMINSTER, JCT. RTE. 22",6000,82000,74600,5900,83000,74600
12,39,ORA,9.171,"STANTON, LAMPSON AVENUE",6100,87000,77600,6200,85000,77600
12,39,ORA,9.671,"STANTON, CHAPMAN AVENUE",5700,79000,71500,5700,79000,71500
12,39,ORA,10.66,"STANTON, KATELLA AVENUE",5100,71000,64600,5100,71000,64600
12,39,ORA,11.181,"STANTON, CERRITOS AVENUE",5200,71000,65200,5200,71000,65200
12,39,ORA,11.681,BALL ROAD,5000,68000,62500,5000,68000,62500
12,39,ORA,12.685,"ANAHEIM, LINCOLN AVENUE",5300,72000,66700,5800,72000,66700
12,39,ORA,14.378,"BUENA PARK, JCT. RTE. 91",5900,71000,66400,5200,62000,57800
12,39,ORA,15.15,"BUENA PARK, MANCHESTER AVENUE",5100,62000,57600,5200,61000,57600
12,39,ORA,15.573,"BUENA PARK, ARTESIA BOULEVARD",5100,61000,57600,5400,64000,60700
12,39,ORA,16.13,STAGE ROAD/CASCADE WAY,6000,71000,66400,5900,73000,66400
12,39,ORA,16.38,"BUENA PARK, LA MIRADA BOULEVARD",5800,72000,65600,4400,54000,48600
12,39,LA,D17.34,ROSECRANS AVE,4050,50000,45000,3900,49000,44000
12,39,ORA,19.168,"LA HABRA, JCT. RTE. 90 EAST",4300,54000,48800,4150,54000,48800
12,39,ORA,19.671,"LA HABRA, LAMBERT ROAD",3550,46000,41700,3000,36000,34700
12,39,ORA,20.719,"LA HABRA, JCT. RTE. 72",2650,33000,31700,3350,40500,39700
12,39,ORA,20.88,"LA HABRA, HACIENDA BOULEVARD",3350,40500,39700,3100,38500,37200
12,39,ORA,22.6,HARBOR BOULEVARD,2850,33000,31800,0,0,0
7,39,LA,17.813,SAN GABRIEL RIVER BRIDGE,0,0,0,550,2350,1950
7,39,LA,19.73,MORRIS DAM ROAD,550,2350,1950,500,2150,1800
7,39,LA,25.71,EAST FORK ROAD,440,1900,1600,230,970,820
7,39,LA,32.49,COLD BROOK RANGER STATION,60,260,220,60,260,220
7,39,LA,38.15,CRYSTAL LAKE ROAD,40,180,150,30,130,110
7,39,LA,44.4,"ISLIP SADDLE, JCT. RTE. 2",30,130,110,0,0,0
8,40,SBD,0,"BARSTOW, JCT. RTE. 15",0,0,0,2600,22400,19600
8,40,SBD,0.794,MONTARA AVENUE,2600,22400,19600,2550,22600,19700
8,40,SBD,R2.348,MAIN STREET,2550,22600,19700,2350,20600,18000
8,40,SBD,R4.708,NEBO STREET,2350,20600,18000,2300,20000,17500
8,40,SBD,R7.181,A STREET,2300,20000,17500,2000,17500,15300
8,40,SBD,R12.191,AIRPORT ROAD,2000,17500,15300,1850,16300,14200
8,40,SBD,R18.446,WEST NEWBERRY ROAD,1850,16300,14200,1700,14800,12900
8,40,SBD,R23.334,FORT CADY ROAD,1700,14800,12900,1650,14400,12500
8,40,SBD,R32.496,HECTOR ROAD,1600,14600,12700,1600,14300,12400
8,40,SBD,R49.984,CRUCERO ROAD,1600,14300,12400,1450,13000,11300
8,40,SBD,R78.172,KELBAKER ROAD,1450,13000,11300,1450,13100,11400
8,40,SBD,R99.728,ESSEX ROAD,1450,13100,11400,1450,13100,11400
8,40,SBD,R107.17,GOFFS ROAD,1450,13100,11400,1400,12400,10800
8,40,SBD,R115.199,MOUNTAIN SPRINGS ROAD,1400,12400,10800,1450,13000,11300
8,40,SBD,R119.975,WATER ROAD,1450,13000,11300,1450,13000,11300
8,40,SBD,R132.739,JCT. RTE. 95 NORTH,1450,13000,11300,1550,17000,14800
8,40,SBD,R139.117,PARK ROAD,1550,17000,14800,1300,14000,12200
8,40,SBD,R141.017,RIVER ROAD,1300,14000,12200,1300,14300,12400
8,40,SBD,R142.37,"NEEDLES, J STREET",1300,14300,12400,1600,17300,15000
8,40,SBD,R143.764,JCT. RTE. 95 SOUTH,1600,17300,15000,1200,14300,12300
8,40,SBD,148.198,FIVE MILE ROAD,1200,14300,12300,1250,14800,12800
8,40,SBD,R153.315,PARK MOABI ROAD,1250,14800,12800,1250,14800,12800
8,40,SBD,R154.643,ARIZONA STATE LINE,1250,15000,12900,0,0,0
5,41,SLO,0,"MORRO BAY, JCT. RTE. 1",0,0,0,730,8300,7400
5,41,SLO,7.234,CERRO ALTO ROAD,850,6200,5650,1100,7000,5700
5,41,SLO,14.52,"ATASCADERO, SANTA ROSA ROAD",1000,10800,10500,1500,11600,10700
5,41,SLO,15.894,"ATASCADERO, JCT. RTE. 101",1300,16000,14100,2100,17800,16000
5,41,SLO,15.96,EL CAMINO REAL,1900,23200,20600,1100,15400,12900
5,41,SLO,27.975,JCT. RTE. 229 SOUTH,170,2600,2150,220,3400,2500
5,41,SLO,41.159,MC MILLAN CANYON ROAD,120,800,680,160,1900,1450
5,41,SLO,R42.172,JCT. RTE. 46,190,1750,1650,1700,16700,12900
5,41,SLO,50.434,SAN LUIS OBISPO/ KERN COUNTY LINE,960,9200,7100,0,0,0
6,41,KER,0,SAN LUIS OBISPO/ KERN COUNTY LINE,0,0,0,960,9200,7100
6,41,KER,4.978,KERN COUNTY/KINGS COUNTY LINE,960,9200,7100,0,0,0
6,41,KIN,0,KERN COUNTY/KINGS COUNTY LINE,0,0,0,960,9200,7100
6,41,KIN,8.098,"REEF CITY, JCT. RTE. 33",1050,9600,7200,1050,9600,7200
6,41,KIN,16.275,JCT. RTE. 5,1050,9600,7200,2300,24500,20000
6,41,KIN,16.72,BERNARD DRIVE,2300,24500,20000,800,7200,7000
6,41,KIN,20.08,QUAIL AVENUE,770,7600,6700,770,7600,6700
6,41,KIN,28.429,NEVADA AVENUE/COALINGA ROAD,770,7600,6700,770,7900,6900
6,41,KIN,R37.792,JACKSON AVENUE,920,10100,9000,1300,14800,12500
6,41,KIN,R39.962,JCT. RTE. 198,1300,14800,12500,1500,18000,16500
6,41,KIN,R40.95,BUSH STREET,1500,18000,16500,1350,16400,14900
6,41,KIN,R42.148,"BELLI CORNER, HANFORD-ARMONA ROAD",1350,16400,14900,1700,19600,18500
6,41,KIN,R44.153,GRANGEVILLE BOULEVARD,1700,19600,18500,1650,18900,17500
6,41,KIN,R48.283,EXCELSIOR AVE; KINGS/FRESNO COUNTY LINE,1650,18900,17500,0,0,0
6,41,FRE,R0,EXCELSIOR AVE; KINGS/FRESNO COUNTY LINE,0,0,0,1400,16000,15000
6,41,FRE,R2.03,MOUNT WHITNEY AVENUE,1400,16000,15000,1450,16300,15300
6,41,FRE,M6.069,ELKHORN AVENUE,1400,16300,15300,1450,16900,15700
6,41,FRE,R8.107,CONEJO AVENUE,1450,16900,15700,1450,16900,15700
6,41,FRE,R10.108,MOUNTAIN VIEW AVENUE,1450,16900,15700,1800,21300,19500
6,41,FRE,R14.101,MANNING AVENUE,1850,21900,20000,1950,22700,21000
6,41,FRE,R19.113,CENTRAL AVENUE,2550,30000,27500,2750,31500,29500
6,41,FRE,R20.084,NORTH AVENUE,2750,31500,29500,3200,36500,34500
6,41,FRE,R21.113,"FRESNO, EAST JENSEN AVENUE",3200,36500,34500,4150,49000,44000
6,41,FRE,R21.859,JCT. RTE. 99,4150,49000,44000,7700,93000,82000
6,41,FRE,R22.798,"FRESNO, M STREET",7700,93000,82000,8800,106000,93000
6,41,FRE,R23.736,"FRESNO, DIVISADERO STREET",8800,106000,93000,11200,135000,118000
6,41,FRE,R24.527,"FRESNO, JCT. RTE. 180S",11200,135000,118000,12900,161000,143000
6,41,FRE,R25.266,"FRESNO, MC KINLEY AVENUE",12900,161000,143000,12600,152000,142000
6,41,FRE,R26.461,"FRESNO, SHIELDS AVENUE",12600,152000,142000,12100,142000,139000
6,41,FRE,R27.471,"FRESNO, ASHLAN AVENUE",12100,142000,139000,11400,141000,137000
6,41,FRE,R28.469,"FRESNO, SHAW AVENUE, JCT. RTE. 168",11400,141000,137000,10400,132000,125000
6,41,FRE,R29.463,"FRESNO, BULLARD AVENUE",10400,132000,125000,8900,113000,106000
6,41,FRE,R30.447,"FRESNO, HERNDON AVENUE",8900,113000,106000,6900,77000,75000
6,41,FRE,R31.683,"FRESNO, FRIANT ROAD",6900,77000,75000,4350,45500,43500
6,41,FRE,33.449,FRESNO/MADERA COUNTY LINE,4350,45500,43500,0,0,0
6,41,MAD,R0,FRESNO/MADERA COUNTY LINE,0,0,0,4350,45500,43500
6,41,MAD,3.23,AVENUE 12,2800,30000,28500,1650,18100,17000
6,41,MAD,9.25,JCT. RTE. 145 WEST,1350,15500,14500,1300,14700,13300
6,41,MAD,17.91,COUNTY ROAD 200,1500,15000,13000,1050,12500,11000
6,41,MAD,25,ROAD 417 (RIGHT),1000,11900,10500,1100,12400,11000
6,41,MAD,35.48,JCT. RTE. 49 NORTH,1650,18400,16500,2350,23900,21500
6,41,MAD,35.77,"OAKHURST, ROAD 426",2350,23900,21500,1150,13200,9800
6,41,MAD,38.889,"YOSEMITE FORKS, BASS LAKE ROAD",1150,13200,9800,720,7900,5700
6,41,MAD,45.739,MADERA/MARIPOSA COUNTY LINE,720,7900,5700,0,0,0
6,41,MPA,0,MADERA/MARIPOSA COUNTY LINE,0,0,0,360,4100,2400
6,41,MPA,0.639,MARIPOSA/MADERA COUNTY LINE,360,4100,2400,360,4100,2400
6,41,MPA,4.918,"FISH CAMP, ENT TO YOSEMITE NATIONAL PARK",480,4900,2600,0,0,0
6,43,KER,0.111,JCT. RTE. 119,0,0,0,720,6900,6300
6,43,KER,1.9,JCT. RTE. 5,720,6900,6300,980,8800,8500
6,43,KER,8.112,JCT. RTE. 58 EAST,600,5600,5300,1000,9600,8900
6,43,KER,9.162,JCT. RTE. 58 WEST,1000,9600,8900,600,5400,5200
6,43,KER,12.19,SEVENTH STANDARD ROAD,730,7100,6500,440,4400,4000
6,43,KER,15.89,CENTRAL VALLEY HIGHWAY,440,4400,4000,1150,11200,10300
6,43,KER,16.55,"SHAFTER, EAST LERDO HIGHWAY",1150,11200,10300,1400,13700,12700
6,43,KER,16.86,"SHAFTER, CENTRAL AVENUE",1400,13700,12700,1400,13800,12700
6,43,KER,17.17,"SHAFTER, SHAFTER AVENUE",1250,12500,11500,1650,16000,15100
6,43,KER,17.95,FRESNO AVENUE,1650,16000,15100,1200,11900,11600
6,43,KER,R21.289,WASCO AVENUE,1200,11800,11500,1150,11400,11100
6,43,KER,R24.124,"WASCO, POSO AVENUE",1050,10300,10000,720,7300,6900
6,43,KER,R25.125,JCT. RTE. 46,630,6200,6000,410,4100,3950
6,43,KER,33.47,POND ROAD,370,3650,3500,290,2850,2750
6,43,KER,36.67,"KERNELL, GARCES HIGHWAY",320,3100,3000,280,2850,2750
6,43,KER,38.807,KERN/TULARE COUNTY LINE,280,2850,2750,0,0,0
6,43,TUL,0,KERN/TULARE COUNTY LINE,0,0,0,280,2850,2750
6,43,TUL,7.76,AVENUE 56,280,2850,2750,260,2950,2850
6,43,TUL,22.133,"CORCORAN, RAILROAD DRIVE",320,3750,3600,380,4600,4300
6,43,KIN,1.456,JCT. RTE. 137,390,4600,4300,280,3300,3000
6,43,KIN,3.18,NORTH END CORCORAN BYPASS,280,3300,3000,630,7100,6700
6,43,KIN,10.359,KANSAS AVENUE,570,6400,6000,520,5500,5200
6,43,KIN,16.391,HOUSTON AVENUE,710,7500,7000,740,7900,7300
6,43,KIN,18.238,JCT. RTE. 198,750,7900,7400,1200,12600,11500
6,43,KIN,18.429,LACEY BOULEVARD,1200,12600,11500,1150,12000,11000
6,43,KIN,19.431,GRANGEVILLE BOULEVARD,1150,12000,11000,840,8900,8200
6,43,KIN,22.272,10TH AVENUE,580,6100,5700,970,10500,9800
